"Time","AccelX","AccelY","AccelZ"
"3109477","9.706772","-2.9182434","-0.84198"
"3109497","5.607773","-4.5297546","3.5188599"
"3109517","6.500412","-4.9772644","-2.2773438"
"3109537","10.835068","-2.7754211","0.5267334"
"3109557","10.961227","-2.370758","4.592407"
"3109577","11.04216","-4.1774597","5.9682617"
"3109597","8.009567","-3.5299988","8.581909"
"3109617","5.6506195","-4.4393005","9.16748"
"3109637","7.250229","-6.129364","-2.5891724"
"3109658","4.622299","-6.579254","3.9282837"
"3109678","3.8105927","-5.365265","4.5424194"
"3109698","7.7429657","-3.525238","8.00824"
"3109718","4.5294647","-4.0108337","3.8925781"
"3109738","8.842697","-5.78421","14.16626"
"3109758","5.857712","-8.228851","8.7771"
"3109778","4.8627167","-4.9153748","-6.969055"
"3109798","4.2771454","-5.572357","4.116333"
"3109818","8.964096","-5.3438416","16.73468"
"3109838","4.391403","-4.9986877","10.793274"
"3109858","3.113144","-4.872528","6.6918945"
"3109878","2.5442352","-6.4078674","15.313599"
"3109898","2.6037445","-7.1124573","4.6900024"
"3109918","-5.8703766","-10.447357","3.4926758"
"3109938","-4.5040436","-11.256683","13.811584"
"3109959","7.174057","-2.1993713","9.634033"
"3109979","3.5535126","-4.256012","6.3253174"
"3109999","2.356186","-3.4585876","7.791626"
"3110019","2.344284","-3.1943665","6.1729736"
"3110039","1.4659271","-4.6249695","5.70166"
"3110059","0.6351776","-4.8677673","5.0422974"
"3110079","2.9322357","-5.84848","5.746887"
"3110099","0.71372986","-8.309784","9.845886"
"3110119","1.09935","-6.629242","13.187927"
"3110139","0.8755951","-5.777069","10.398132"
"3110159","1.0326996","-4.698761","6.21344"
"3110179","0.47569275","-3.3657532","3.77594"
"3110199","0.8993988","-4.8701477","4.411499"
"3110219","0.8184662","-5.3700256","6.477661"
"3110239","1.0041351","-6.6340027","8.015381"
"3110260","1.118393","-7.4671326","6.7109375"
"3110280","0.7280121","-8.892975","0.90997314"
"3110300","1.4754486","-8.069366","0.75286865"
"3110320","3.2988129","-9.409515","8.251038"
"3110340","4.4437714","-9.933197","7.098938"
"3110360","4.339035","-9.797516","6.5942993"
"3110380","3.313095","-10.164093","5.1922607"
"3110400","2.7370453","-9.828461","3.9354248"
"3110420","2.6061249","-8.885834","3.1832275"
"3110440","2.4585419","-9.090546","2.788086"
"3110460","2.6561127","-8.892975","2.5690918"
"3110480","2.3680878","-8.502594","3.0880127"
"3110500","1.8348846","-7.878937","4.2044067"
"3110520","1.7134857","-7.4599915","4.4281616"
"3110540","1.4611664","-7.150543","4.732849"
"3110560","0.91130066","-7.533783","5.130371"
"3110581","0.48521423","-7.8836975","4.9328003"
"3110601","0.42808533","-7.6194763","5.0422974"
"3110621","0.6708832","-7.564728","5.0042114"
"3110641","0.7684784","-7.5361633","6.0372925"
"3110661","1.0969696","-7.5766296","7.163208"
"3110681","1.2207489","-7.2362366","7.715454"
"3110701","1.6206512","-6.7173157","8.07251"
"3110721","2.632309","-6.3888245","8.45813"
"3110741","2.9679413","-6.572113","9.1484375"
"3110761","2.972702","-6.9267883","9.393616"
"3110781","3.1060028","-6.9267883","9.953003"
"3110801","2.8489227","-6.6459045","10.329102"
"3110821","2.6489716","-5.765167","10.200562"
"3110841","2.2276459","-5.365265","9.112732"
"3110861","1.8015594","-5.160553","8.4747925"
"3110882","1.3421478","-5.4271545","8.193909"
"3110902","1.2350311","-5.615204","8.272461"
"3110922","0.76371765","-5.674713","7.3250732"
"3110942","0.5304413","-5.5247498","6.5490723"
"3110962","0.3899994","-5.8818054","6.1729736"
"3110982","0.19718933","-6.5316467","6.5300293"
"3111002","0.22099304","-6.950592","6.818054"
"3111022","0.5970917","-7.124359","6.9346924"
"3111042","0.5304413","-7.2243347","7.5131226"
"3111062","0.637558","-7.367157","7.7106934"
"3111082","0.6208954","-7.360016","7.296509"
"3111102","0.7779999","-7.110077","6.560974"
"3111123","1.1517181","-7.167206","6.560974"
"3111143","1.7039642","-7.102936","7.253662"
"3111163","2.144333","-6.9006042","7.4179077"
"3111183","2.4299774","-6.8506165","7.098938"
"3111203","2.568039","-6.603058","6.91803"
"3111223","2.7632294","-6.315033","6.7299805"
"3111243","2.568039","-6.2293396","6.270569"
"3111263","2.2252655","-6.374542","5.4588623"
"3111283","1.9467621","-6.557831","5.2803345"
"3111303","1.5659027","-6.6149597","5.706421"
"3111323","1.8039398","-6.1698303","6.4229126"
"3111343","1.7158661","-5.5152283","6.630005"
"3111363","1.7015839","-5.160553","6.875183"
"3111383","1.6515961","-5.103424","7.11084"
"3111403","1.4611664","-5.486664","6.9156494"
"3111423","1.4635468","-5.8318176","6.418152"
"3111444","1.6373138","-6.0222473","6.272949"
"3111464","2.2181244","-6.03891","6.7490234"
"3111484","2.2633514","-6.2864685","7.394104"
"3111504","2.529953","-6.1436462","7.8606567"
"3111524","2.337143","-6.2031555","7.5440674"
"3111544","2.3918915","-6.1722107","6.8585205"
"3111564","2.1229095","-6.1269836","5.9087524"
"3111584","1.9991302","-6.457855","5.3755493"
"3111604","2.1038666","-6.4530945","5.6064453"
"3111624","2.356186","-6.307892","6.1729736"
"3111644","2.6156464","-5.9841614","6.5109863"
"3111664","2.7370453","-6.0746155","6.8585205"
"3111684","2.7465668","-6.072235","7.541687"
"3111704","2.4037933","-6.3245544","7.298889"
"3111724","1.9919891","-6.4673767","6.675232"
"3111745","1.8872528","-6.1912537","6.6799927"
"3111765","1.8063202","-5.693756","6.8775635"
"3111785","1.8991547","-5.127228","7.265564"
"3111805","2.2752533","-4.75589","7.727356"
"3111825","2.4775848","-5.001068","7.7035522"
"3111845","2.465683","-5.455719","7.2489014"
"3111865","2.2038422","-5.9341736","7.151306"
"3111885","2.094345","-6.0412903","7.4345703"
"3111905","2.113388","-5.629486","7.7321167"
"3111925","2.3704681","-5.1391296","7.6202393"
"3111945","2.1348114","-4.858246","7.6273804"
"3111965","2.0205536","-4.6749573","7.803528"
"3111985","1.8920135","-4.653534","7.7059326"
"3112005","2.0586395","-4.6202087","7.3060303"
"3112025","2.4752045","-4.724945","7.2036743"
"3112045","3.048874","-4.853485","7.265564"
"3112066","3.2821503","-5.296234","7.4226685"
"3112086","3.6772919","-5.403351","8.141541"
"3112106","3.7153778","-5.569977","7.9558716"
"3112126","3.267868","-5.9198914","6.618103"
"3112146","2.9393768","-6.303131","5.4231567"
"3112166","2.5251923","-6.443573","4.6852417"
"3112186","2.4156952","-6.329315","4.823303"
"3112206","2.556137","-5.9651184","5.5897827"
"3112226","2.8917694","-5.6699524","6.5966797"
"3112246","2.8370209","-5.8508606","7.0941772"
"3112266","2.7965546","-6.3888245","7.0560913"
"3112286","2.6632538","-6.776825","7.065613"
"3112306","2.613266","-7.2243347","7.17749"
"3112326","2.2847748","-7.5052185","7.465515"
"3112346","2.272873","-7.590912","7.4226685"
"3112367","2.0657806","-7.757538","6.7252197"
"3112387","1.7777557","-7.8765564","6.1134644"
"3112407","1.7801361","-7.798004","6.0039673"
"3112427","2.1681366","-7.6266174","6.815674"
"3112447","2.375229","-7.488556","7.4226685"
"3112467","2.9155731","-7.105316","7.463135"
"3112487","3.3535614","-7.045807","6.9108887"
"3112507","3.7344208","-6.9077454","5.9873047"
"3112527","3.7701263","-6.7863464","5.565979"
"3112547","3.8177338","-6.7673035","5.739746"
"3112567","3.2535858","-6.712555","6.042053"
"3112588","3.017929","-6.091278","6.520508"
"3112608","3.0393524","-5.417633","5.808777"
"3112628","3.267868","-5.084381","5.142273"
"3112648","3.3464203","-5.4723816","5.020874"
"3112668","3.608261","-5.7675476","5.3707886"
"3112688","3.7653656","-6.186493","6.444336"
"3112708","4.0605316","-6.4269104","7.3988647"
"3112728","3.9819794","-6.412628","7.791626"
"3112748","3.6868134","-6.436432","7.5964355"
"3112768","3.3797455","-6.0365295","7.232239"
"3112788","2.8608246","-5.629486","6.47052"
"3112809","2.4752045","-5.4009705","5.899231"
"3112829","2.3109589","-5.3747864","5.5683594"
"3112849","2.144333","-5.512848","5.3184204"
"3112869","2.1038666","-5.981781","5.2160645"
"3112889","2.2395477","-6.0698547","5.899231"
"3112909","2.196701","-6.2531433","6.168213"
"3112929","2.0705414","-5.988922","6.225342"
"3112949","2.1014862","-5.712799","6.2872314"
"3112970","2.041977","-5.4795227","5.489807"
"3112990","2.3799896","-5.7104187","4.8756714"
"3113010","2.5799408","-5.8889465","4.3686523"
"3113030","2.7822723","-6.0246277","3.77594"
"3113050","3.1940765","-6.474518","4.192505"
"3113070","3.9248505","-6.8006287","3.783081"
"3113090","4.7841644","-7.8051453","4.0425415"
"3113111","4.6675262","-7.8265686","2.4143677"
"3113131","4.827011","-8.057465","1.7502441"
"3113151","4.6508636","-7.695648","1.9906616"
"3113171","5.095993","-6.0103455","2.2382202"
"3113191","1.7134857","-4.101288","1.2313232"
"3113211","7.052658","-6.624481","0.45770264"
"3113231","7.4216156","-8.41452","10.029175"
"3113251","5.3102264","-7.298126","1.4098511"
"3113270","5.384018","-8.126495","2.7261963"
"3113291","7.2859344","-9.88559","1.7764282"
"3113311","7.9072113","-8.683502","2.2144165"
"3113331","6.9717255","-7.1838684","0.20300293"
"3113351","6.4599457","-6.046051","-1.7941284"
"3113371","7.650131","-7.464752","-4.6624756"
"3113391","9.785324","-9.014374","-3.8555298"
"3113413","12.532272","-8.088409","-1.2990112"
"3113431","15.33873","-8.183624","-2.9367065"
"3113451","12.346603","-9.511871","-8.609131"
"3113472","13.529648","-9.083405","-8.009277"
"3113491","8.626083","-7.650421","-1.7393799"
"3113512","8.454697","-5.512848","-1.875061"
"3113531","13.248764","-2.620697","-2.760559"
"3113551","14.241379","-1.7447205","-7.659363"
"3113572","13.263046","-0.88064575","-6.5858154"
"3113591","11.420639","-2.2517395","-4.9005127"
"3113612","9.773422","-4.4726257","-3.574646"
"3113631","9.687729","-4.834442","0.7219238"
"3113651","10.170944","-3.1253357","2.326294"
"3113673","9.613937","-1.8423157","1.255127"
"3113692","8.288071","-2.204132","0.16729736"
"3113712","6.993149","-3.1800842","-0.17071533"
"3113732","5.212631","-1.8066101","1.7907104"
"3113753","4.786545","-0.8425598","2.1501465"
"3113772","5.2840424","-0.23556519","1.7216797"
"3113792","6.35997","0.21432495","3.2546387"
"3113812","6.538498","-0.06893921","4.1829834"
"3113832","5.838669","-0.36886597","5.50885"
"3113852","4.222397","-0.54263306","6.6419067"
"3113872","4.9269867","0.99746704","5.0303955"
"3113892","7.6572723","2.946991","3.7069092"
"3113913","7.6334686","3.139801","3.6569214"
"3113932","8.061935","3.037445","4.040161"
"3113952","7.9072113","2.5518494","5.57312"
"3113972","8.230942","2.2400208","6.53479"
"3113992","8.095261","2.132904","7.758301"
"3114012","7.166916","1.7806091","7.106079"
"3114032","6.5861053","1.580658","7.220337"
"3114052","5.905319","1.6044617","5.551697"
"3114072","4.6960907","1.4854431","4.970886"
"3114092","4.0914764","1.6235046","4.2662964"
"3114112","4.255722","2.4233093","3.9282837"
"3114132","2.7894135","3.0255432","4.3757935"
"3114152","2.6941986","3.6230164","4.9328003"
"3114173","3.979599","4.9274597","6.3515015"
"3114195","3.7439423","5.12265","6.85376"
"3114213","1.2207489","3.3754578","6.3467407"
"3114234","-1.0406036","2.2709656","5.6135864"
"3114253","-2.4902496","1.561615","3.8806763"
"3114273","0.016281128","0.7713318","2.94281"
"3114295","1.5468597","-0.02609253","3.930664"
"3114314","0.3400116","-1.2638855","4.80188"
"3114333","-1.1929474","-4.713043","3.9330444"
"3114353","-0.31697083","-8.897736","3.6426392"
"3114375","3.6820526","-8.86441","4.61145"
"3114393","9.078354","-8.783478","5.7992554"
"3114414","10.168564","-10.523529","5.7944946"
"3114434","9.497299","-12.661102","4.147278"
"3114454","13.591537","-12.220734","-1.2514038"
"3114475","16.378952","-11.035309","-2.5748901"
"3114494","14.196152","-12.480194","0.026855469"
"3114514","13.4249115","-12.673004","1.0837402"
"3114535","16.381332","-12.482574","-1.9464722"
"3114554","19.260986","-10.430695","-5.9502563"
"3114574","19.209213","-9.061981","-8.359192"
"3114596","14.486557","-9.526154","-7.2094727"
"3114615","9.735336","-8.369293","-4.8410034"
"3114634","10.899338","-6.3840637","-10.706238"
"3114654","6.68132","-3.172943","-12.598633"
"3114676","11.703903","-7.290985","-19.57074"
"3114694","9.366379","-8.116974","-10.901428"
"3114715","3.0274506","-11.985077","0.11968994"
"3114734","3.305954","-13.065765","13.65686"
"3114755","7.2097626","-12.027924","17.979614"
"3114776","8.749863","-11.266205","11.707336"
"3114795","9.430649","-9.590424","7.8201904"
"3114815","10.309006","-8.535919","5.1708374"
"3114835","9.18071","-7.943207","3.0927734"
"3114856","12.19426","-5.9770203","-10.489624"
"3114875","9.168808","-2.223175","-11.367981"
"3114895","3.9105682","-8.271698","-2.0107422"
"3114915","8.302353","-8.60733","0.5100708"
"3114935","7.507309","-8.15506","2.5881348"
"3114955","6.950302","-8.738251","-0.0040893555"
"3114975","7.3121185","-9.347626","2.6952515"
"3114996","6.140976","-9.278595","1.5431519"
"3115015","4.255722","-8.831085","-0.46350098"
"3115035","4.312851","-7.7480164","0.71240234"
"3115055","6.7670135","-6.3769226","0.7647705"
"3115076","5.9910126","-7.340973","3.1998901"
"3115096","8.033371","-7.400482","2.7166748"
"3115116","2.003891","-4.982025","-4.524414"
"3115135","9.533005","-6.262665","11.083679"
"3115155","-0.42170715","-4.9487","-11.137085"
"3115176","-2.0189362","-4.453583","-1.0228882"
"3115196","5.5411224","-4.0227356","1.5479126"
"3115216","3.9962616","-4.660675","2.473877"
"3115236","9.578232","-2.6230774","12.138184"
"3115256","6.2076263","-4.9391785","-0.5206299"
"3115276","4.767502","-6.6197205","-0.56347656"
"3115296","5.9267426","-6.526886","0.5838623"
"3115316","4.929367","-6.6839905","0.25775146"
"3115336","6.2909393","-8.22171","1.7597656"
"3115356","6.333786","-8.138397","0.18157959"
"3115376","6.7360687","-8.809662","1.9906616"
"3115396","7.185959","-9.964142","2.3167725"
"3115416","5.1197968","-9.223846","1.0623169"
"3115436","4.505661","-8.783478","2.0263672"
"3115456","2.3514252","-8.978668","1.6217041"
"3115477","-4.332657","-9.445221","0.29345703"
"3115497","-1.4119415","-7.5195007","1.4526978"
"3115517","-2.0165558","-5.943695","0.65289307"
"3115537","19.260986","-1.5733337","3.3879395"
"3115557","9.492538","-9.792755","-0.5372925"
"3115577","6.7908173","-8.612091","-1.4870605"
"3115597","9.37114","-6.4150085","0.21966553"
"3115617","5.8862762","-8.438324","2.4524536"
"3115637","-4.1446075","-10.137909","-2.2035522"
"3115657","0.96842957","-7.348114","1.1789551"
"3115677","6.4075775","-5.65567","-0.6087036"
"3115697","8.60466","-7.8527527","-0.65631104"
"3115717","1.1302948","-5.58902","2.6904907"
"3115737","2.9798431","-7.1838684","3.1594238"
"3115757","1.9229584","-7.6980286","-2.3320923"
"3115777","2.151474","-8.366913","-1.5037231"
"3115797","1.5301971","-9.150055","-1.3394775"
"3115817","0.2900238","-7.2433777","-4.1673584"
"3115837","2.7727509","-8.916779","2.5809937"
"3115858","2.7727509","-9.421417","0.42913818"
"3115877","4.043869","-11.063873","1.0194702"
"3115898","9.778183","-9.599945","-3.5794067"
"3115917","2.2038422","-7.1791077","2.973755"
"3115938","4.4818573","-14.065521","-0.1159668"
"3115958","6.4980316","-14.101227","-1.0823975"
"3115978","2.9869843","-12.544464","1.0075684"
"3115998","8.590378","-6.8648987","-0.3135376"
"3116018","-3.620926","-8.545441","-5.3361206"
"3116038","3.434494","-6.3364563","-15.526489"
"3116058","6.6456146","-7.559967","2.7666626"
"3116078","1.7039642","-8.34787","-4.0840454"
"3116098","3.4178314","-9.871307","-0.24450684"
"3116118","2.1943207","-9.745148","-0.5444336"
"3116138","1.6753998","-10.266449","-0.6586914"
"3116158","1.4254608","-10.759186","-1.1109619"
"3116179","1.080307","-9.914154","-0.4706421"
"3116199","1.2754974","-9.169098","-0.8086548"
"3116219","1.6753998","-8.738251","-0.74438477"
"3116239","2.0967255","-9.802277","-0.62060547"
"3116259","2.3514252","-8.9263","-0.7324829"
"3116279","2.2895355","-8.400238","-0.31115723"
"3116299","2.5966034","0.4499817","-0.5349121"
"3116319","2.106247","-7.7480164","-0.29449463"
"3116339","2.4061737","-11.787506","-0.9538574"
"3116359","2.3395233","-9.699921","-0.49682617"
"3116379","1.5325775","-7.464752","0.16253662"
"3116399","3.3202362","-2.70401","0.7219238"
"3116419","1.689682","-10.4664","-1.1442871"
"3116439","10.761276","-7.398102","1.6264648"
"3116459","-4.6587677","-15.881744","-3.6746216"
"3116479","4.274765","-9.764191","-0.5991821"
"3116499","5.4649506","-11.016266","-0.49682617"
"3116519","0.51615906","-11.582794","0.3862915"
"3116540","1.1064911","-10.604462","-0.28259277"
"3116560","1.2231293","-10.106964","0.107788086"
"3116579","0.81370544","-10.33786","0.19348145"
"3116600","0.32572937","-10.126007","0.25775146"
"3116620","0.85417175","-9.685638","0.45056152"
"3116640","0.97080994","-9.009613","0.49578857"
"3116660","0.8993988","-8.9263","0.1482544"
"3116679","0.59947205","-9.083405","0.20300293"
"3116700","0.7756195","-9.44046","0.024475098"
"3116720","0.73039246","-9.6475525","0.56243896"
"3116740","0.56614685","-10.473541","-0.34210205"
"3116760","0.13291931","-9.904633","-0.3206787"
"3116780","0.5947113","-10.461639","-0.07788086"
"3116800","0.04246521","-10.613983","-1.617981"
"3116820","0.47331238","-10.585419","-1.3989868"
"3116840","0.35905457","-9.261932","-0.97528076"
"3116860","0.6708832","-8.92868","-1.9678955"
"3116880","2.9703217","-9.961761","0.41723633"
"3116901","0.9184418","-8.131256","-1.2133179"
"3116921","0.0019989014","-9.157196","-2.117859"
"3116941","0.7613373","-8.776337","-1.5656128"
"3116961","1.1374359","-9.835602","-1.6060791"
"3116980","0.10673523","-10.035553","-1.8203125"
"3117001","3.812973","-8.243134","-9.463684"
"3117021","1.4492645","-9.818939","-4.3149414"
"3117041","0.8160858","-9.407135","-1.4632568"
"3117061","0.8922577","-10.116486","-0.35876465"
"3117081","0.996994","-9.787994","-0.48254395"
"3117101","0.04484558","-10.361664","-0.8134155"
"3117121","0.08769226","-10.006989","-0.05407715"
"3117141","-0.04798889","-9.816559","0.12683105"
"3117162","-0.25032043","-9.702301","0.11016846"
"3117181","-0.15034485","-9.573761","0.24584961"
"3117202","-0.09559631","-9.599945","0.1482544"
"3117222","0.20909119","-9.321442","0.3363037"
"3117242","0.9422455","-8.600189","1.0813599"
"3117262","1.1731415","-10.406891","0.48388672"
"3117281","1.1350555","-10.225983","0.710022"
"3117302","0.4875946","-10.121246","0.4100952"
"3117322","-0.2931671","-10.873444","0.5576782"
"3117342","-1.3286285","-10.882965","-0.025512695"
"3117362","-2.4045563","-9.971283","-0.40637207"
"3117382","-2.9425201","-9.738007","-0.5039673"
"3117402","-3.2829132","-9.423798","-0.6515503"
"3117422","-3.0210724","-9.350006","-0.9871826"
"3117442","-2.6568756","-9.133392","-1.496582"
"3117462","-2.409317","-8.366913","-1.6060791"
"3117482","-2.8306427","-8.178864","-2.8034058"
"3117502","-1.5761871","-7.8955994","-3.4746704"
"3117522","-2.114151","-8.826324","-2.5653687"
"3117543","0.0019989014","-10.302155","-2.7629395"
"3117563","0.87083435","-10.735382","-2.3320923"
"3117582","1.3159637","-10.394989","-3.1676025"
"3117603","0.075790405","-9.88797","-3.5032349"
"3117623","-1.6047516","-9.316681","-3.139038"
"3117643","-2.287918","-8.457367","-2.3844604"
"3117663","-2.383133","-8.271698","-1.7941284"
"3117682","-2.1498566","-8.690643","-1.5751343"
"3117703","-1.985611","-9.192902","-1.93219"
"3117723","-13.349503","-12.411163","-6.2382813"
"3117743","-1.7475739","-9.723724","-2.0654907"
"3117763","-2.1641388","-9.419037","-1.2799683"
"3117783","-2.3022003","-9.395233","-1.5822754"
"3117803","-2.7021027","-9.009613","-1.0443115"
"3117823","-2.6473541","-9.31192","-1.7369995"
"3117843","-2.6306915","-9.307159","-1.7988892"
"3117864","-2.5473785","-9.604706","-1.4584961"
"3117883","-2.6354523","-9.764191","-1.3775635"
"3117904","-2.499771","-9.764191","-1.4537354"
"3117924","-2.140335","-9.926056","-2.0559692"
"3117944","-1.4809723","-9.82132","-2.234497"
"3117964","-0.83351135","-9.516632","-2.4058838"
"3117984","-0.31697083","-9.495209","-2.8224487"
"3118004","-0.04798889","-9.449982","-3.1152344"
"3118024","-0.02180481","-9.164337","-3.2104492"
"3118044","0.1591034","-9.1214905","-3.779358"
"3118064","-0.06465149","-9.24765","-3.2318726"
"3118085","-0.26460266","-9.457123","-3.105713"
"3118104","0.4637909","-9.545197","-3.3032837"
"3118124","-0.4169464","-9.011993","-2.7557983"
"3118144","-1.2595978","-8.697784","-2.0464478"
"3118164","-1.9403839","-8.278839","-1.7250977"
"3118185","-1.6999664","-8.550201","-2.465393"
"3118205","-2.29982","-8.819183","-2.9557495"
"3118225","-2.8377838","-8.73587","-2.208313"
"3118245","-2.345047","-8.528778","-0.4206543"
"3118265","-0.812088","-9.078644","0.17443848"
"3118285","-1.3809967","-9.383331","-0.91101074"
"3118305","-2.2736359","-9.328583","-1.4918213"
"3118325","-2.7211456","-9.140533","-1.368042"
"3118345","-2.5140533","-9.221466","-1.5108643"
"3118365","-1.7880402","-9.171478","-1.746521"
"3118385","-1.6380768","-9.078644","-1.368042"
"3118405","-2.023697","-9.452362","-0.8800659"
"3118425","-2.5045319","-12.511139","-3.0438232"
"3118447","-1.7332916","-12.875336","-1.4275513"
"3118465","-0.23127747","-10.602081","1.1789551"
"3118485","-0.91444397","-7.5837708","0.4029541"
"3118505","-0.85731506","-8.840607","0.44104004"
"3118526","1.4825897","-9.747528","-0.24212646"
"3118546","3.6415863","-10.802032","-0.68725586"
"3118566","3.851059","-11.668488","-1.1323853"
"3118586","2.0443573","-11.166229","0.20300293"
"3118606","1.2493134","-9.385712","0.18634033"
"3118626","1.4706879","-8.595428","-0.79437256"
"3118646","1.3183441","-8.950104","-1.2466431"
"3118666","1.6373138","-8.740631","-0.5444336"
"3118685","2.8203583","-8.352631","-0.4944458"
"3118706","3.2059784","-8.521637","-1.5703735"
"3118726","2.8584442","-9.197662","-2.4487305"
"3118746","2.5823212","-10.030792","-2.7629395"
"3118766","2.4752045","-10.2117","-2.4368286"
"3118786","2.1086273","-9.868927","-1.9036255"
"3118806","1.3849945","-9.190521","-1.4394531"
"3118826","0.9898529","-8.750153","-1.9274292"
"3118846","0.92796326","-8.521637","-1.3632813"
"3118866","0.5851898","-8.85965","-2.1845093"
"3118886","0.92796326","-9.316681","-0.32305908"
"3118907","1.1707611","-9.607086","-1.3632813"
"3118927","0.6280365","-9.797516","-1.1062012"
"3118947","0.3899994","-9.642792","0.22918701"
"3118967","-0.24555969","-9.699921","0.5195923"
"3118986","-0.7811432","-11.249542","-0.5111084"
"3119007","-0.10987854","-12.523041","-0.84436035"
"3119027","3.158371","-11.970795","0.2625122"
"3119047","3.9105682","-11.601837","1.6478882"
"3119067","1.22789","-15.1128845","3.1975098"
"3119087","-3.140091","-18.22165","2.0715942"
"3119107","-3.3852692","-15.141449","-0.4611206"
"3119127","0.51615906","-11.459015","-1.0062256"
"3119147","2.337143","-10.804413","-3.2651978"
"3119167","2.06102","-12.665863","-3.869812"
"3119187","3.101242","-12.154083","1.3074951"
"3119207","1.7848969","-10.006989","1.3408203"
"3119228","-0.036087036","-10.254547","-1.4608765"
"3119248","-3.3924103","-12.446869","-5.4694214"
"3119268","-2.0594025","-10.111725","2.7595215"
"3119288","3.370224","-8.571625","4.3638916"
"3119308","3.3035736","-10.0903015","-1.6941528"
"3119328","-1.0525055","-10.128387","-6.930969"
"3119348","-2.2188873","-9.618988","-2.2297363"
"3119368","0.58280945","-10.309296","-1.1228638"
"3119388","2.5585175","-9.316681","-1.4846802"
"3119408","2.3228607","-8.73349","-2.991455"
"3119428","1.6325531","-8.3454895","-0.6658325"
